date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2016-12-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,non-food,Fuel (diesel),L,actual,Retail,MGA,3150.0,0.9545
2016-12-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3720.0,1.1273
2016-12-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4067.0,1.2324
2016-12-15,Sava,Sambava,Sava (Region),-14.266667,50.166667,non-food,Fuel (diesel),L,actual,Retail,MGA,3150.0,0.9545
2016-12-15,Sava,Sambava,Sava (Region),-14.266667,50.166667,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3720.0,1.1273
2016-12-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,non-food,Fuel (diesel),L,actual,Retail,MGA,3150.0,0.9545
2016-12-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3720.0,1.1273
2016-12-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1456.0,0.4412
2016-12-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2000.0,0.6061
2016-12-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,miscellaneous food,Sugar,KG,actual,Retail,MGA,2900.0,0.8788
2016-12-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,non-food,Fuel (diesel),L,actual,Retail,MGA,3150.0,0.9545
2016-12-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3720.0,1.1273
2016-12-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4950.0,1.5
2016-12-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1547.0,0.4688
2016-12-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2183.0,0.6615
2016-12-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,miscellaneous food,Sugar,KG,actual,Retail,MGA,2689.0,0.8148
2016-12-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,non-food,Fuel (diesel),L,actual,Retail,MGA,3150.0,0.9545
2016-12-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3720.0,1.1273
2016-12-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4631.0,1.4033
2017-03-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1831.0,0.5997
2017-03-15,Androy,Ambovombe-Androy,Androy (Region),-25.176944,46.086944,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1896.0,0.621
2017-03-15,Anosy,Taolagnaro,Anosy (Region),-25.033333,46.983333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1690.0,0.5535
2017-03-15,Atsimo Andrefana,Toliary-I,Atsimo Andrefana (Region),-23.351391,43.668702,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1568.0,0.5136
2017-03-15,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1886.0,0.6177
2017-03-15,Boeny,Mahajanga I,Boeny (Region),-15.7166,46.3166,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1996.0,0.6537
2017-03-15,Haute Matsiatra,Fianarantsoa I,Haute Matsiatra (Region),-21.453611,47.085833,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1720.0,0.5633
2017-03-15,Ihorombe,Ihosy,Ihorombe (Region),-22.4036,46.1258,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1534.0,0.5024
2017-03-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1657.0,0.5427
2017-03-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1840.0,0.6026
2017-03-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1888.0,0.6184
2017-09-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1619.0,0.549
2017-09-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2013.0,0.6826
2017-09-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,miscellaneous food,Sugar,KG,actual,Retail,MGA,2738.0,0.9284
2017-09-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4400.0,1.4919
2017-09-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1785.0,0.6052
2017-09-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2100.0,0.7121
2017-09-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,miscellaneous food,Sugar,KG,actual,Retail,MGA,2700.0,0.9155
2017-09-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4050.0,1.3733
2017-09-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1829.0,0.6202
2017-09-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2369.0,0.8033
2017-09-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,miscellaneous food,Sugar,KG,actual,Retail,MGA,2563.0,0.869
2017-09-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4325.0,1.4665
2017-09-15,Analanjirofo,Fenerive Est,Analanjirofo (Region),-17.387385,49.414505,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1780.0,0.6036
2017-09-15,Analanjirofo,Fenerive Est,Analanjirofo (Region),-17.387385,49.414505,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1950.0,0.6612
2017-09-15,Analanjirofo,Fenerive Est,Analanjirofo (Region),-17.387385,49.414505,miscellaneous food,Sugar,KG,actual,Retail,MGA,2850.0,0.9664
2017-09-15,Analanjirofo,Fenerive Est,Analanjirofo (Region),-17.387385,49.414505,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Analanjirofo,Fenerive Est,Analanjirofo (Region),-17.387385,49.414505,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Analanjirofo,Fenerive Est,Analanjirofo (Region),-17.387385,49.414505,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3900.0,1.3224
2017-09-15,Androy,Ambovombe-Androy,Androy (Region),-25.176944,46.086944,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1769.0,0.5998
2017-09-15,Androy,Ambovombe-Androy,Androy (Region),-25.176944,46.086944,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2813.0,0.9538
2017-09-15,Androy,Ambovombe-Androy,Androy (Region),-25.176944,46.086944,miscellaneous food,Sugar,KG,actual,Retail,MGA,3513.0,1.1912
2017-09-15,Androy,Ambovombe-Androy,Androy (Region),-25.176944,46.086944,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Androy,Ambovombe-Androy,Androy (Region),-25.176944,46.086944,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Androy,Ambovombe-Androy,Androy (Region),-25.176944,46.086944,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4075.0,1.3817
2017-09-15,Anosy,Taolagnaro,Anosy (Region),-25.033333,46.983333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1291.0,0.4377
2017-09-15,Anosy,Taolagnaro,Anosy (Region),-25.033333,46.983333,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2013.0,0.6826
2017-09-15,Anosy,Taolagnaro,Anosy (Region),-25.033333,46.983333,miscellaneous food,Sugar,KG,actual,Retail,MGA,2500.0,0.8477
2017-09-15,Anosy,Taolagnaro,Anosy (Region),-25.033333,46.983333,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Anosy,Taolagnaro,Anosy (Region),-25.033333,46.983333,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Anosy,Taolagnaro,Anosy (Region),-25.033333,46.983333,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3038.0,1.0301
2017-09-15,Atsimo Andrefana,Toliary-I,Atsimo Andrefana (Region),-23.351391,43.668702,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1630.0,0.5527
2017-09-15,Atsimo Andrefana,Toliary-I,Atsimo Andrefana (Region),-23.351391,43.668702,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2050.0,0.6951
2017-09-15,Atsimo Andrefana,Toliary-I,Atsimo Andrefana (Region),-23.351391,43.668702,miscellaneous food,Sugar,KG,actual,Retail,MGA,2738.0,0.9284
2017-09-15,Atsimo Andrefana,Toliary-I,Atsimo Andrefana (Region),-23.351391,43.668702,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Atsimo Andrefana,Toliary-I,Atsimo Andrefana (Region),-23.351391,43.668702,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Atsimo Andrefana,Toliary-I,Atsimo Andrefana (Region),-23.351391,43.668702,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3800.0,1.2885
2017-09-15,Atsimo Atsinanana,Farafangana,Atsimo Atsinanana (Region),-22.816667,47.816667,cereals and tubers,Rice (local),KG,actual,Retail,MGA,2358.0,0.7995
2017-09-15,Atsimo Atsinanana,Farafangana,Atsimo Atsinanana (Region),-22.816667,47.816667,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2583.0,0.8758
2017-09-15,Atsimo Atsinanana,Farafangana,Atsimo Atsinanana (Region),-22.816667,47.816667,miscellaneous food,Sugar,KG,actual,Retail,MGA,3133.0,1.0623
2017-09-15,Atsimo Atsinanana,Farafangana,Atsimo Atsinanana (Region),-22.816667,47.816667,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Atsimo Atsinanana,Farafangana,Atsimo Atsinanana (Region),-22.816667,47.816667,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Atsimo Atsinanana,Farafangana,Atsimo Atsinanana (Region),-22.816667,47.816667,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4238.0,1.437
2017-09-15,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1854.0,0.6286
2017-09-15,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1900.0,0.6442
2017-09-15,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234,miscellaneous food,Sugar,KG,actual,Retail,MGA,2533.0,0.8589
2017-09-15,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Atsinanana,Toamasina I,Atsinanana (Region),-18.1492,49.40234,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4025.0,1.3648
2017-09-15,Betsiboka,Maevatanana,Betsiboka (Region),-16.95555,46.83333,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Betsiboka,Maevatanana,Betsiboka (Region),-16.95555,46.83333,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Boeny,Mahajanga I,Boeny (Region),-15.7166,46.3166,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1875.0,0.6358
2017-09-15,Boeny,Mahajanga I,Boeny (Region),-15.7166,46.3166,miscellaneous food,Sugar,KG,actual,Retail,MGA,2700.0,0.9155
2017-09-15,Boeny,Mahajanga I,Boeny (Region),-15.7166,46.3166,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Boeny,Mahajanga I,Boeny (Region),-15.7166,46.3166,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Boeny,Mahajanga I,Boeny (Region),-15.7166,46.3166,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3900.0,1.3224
2017-09-15,Bongolava,Tsiroanomandidy,Bongolava (Region),-18.7698,46.05,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1275.0,0.4323
2017-09-15,Bongolava,Tsiroanomandidy,Bongolava (Region),-18.7698,46.05,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1500.0,0.5086
2017-09-15,Bongolava,Tsiroanomandidy,Bongolava (Region),-18.7698,46.05,miscellaneous food,Sugar,KG,actual,Retail,MGA,2100.0,0.7121
2017-09-15,Bongolava,Tsiroanomandidy,Bongolava (Region),-18.7698,46.05,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Bongolava,Tsiroanomandidy,Bongolava (Region),-18.7698,46.05,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Bongolava,Tsiroanomandidy,Bongolava (Region),-18.7698,46.05,oil and fats,Oil (vegetable),L,actual,Retail,MGA,2900.0,0.9833
2017-09-15,Diana,Antsiranana I,Diana (Region),-12.2766,49.29,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1625.0,0.551
2017-09-15,Diana,Antsiranana I,Diana (Region),-12.2766,49.29,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1800.0,0.6103
2017-09-15,Diana,Antsiranana I,Diana (Region),-12.2766,49.29,miscellaneous food,Sugar,KG,actual,Retail,MGA,2150.0,0.729
2017-09-15,Diana,Antsiranana I,Diana (Region),-12.2766,49.29,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Diana,Antsiranana I,Diana (Region),-12.2766,49.29,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Diana,Antsiranana I,Diana (Region),-12.2766,49.29,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Haute Matsiatra,Fianarantsoa I,Haute Matsiatra (Region),-21.453611,47.085833,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1643.0,0.5571
2017-09-15,Haute Matsiatra,Fianarantsoa I,Haute Matsiatra (Region),-21.453611,47.085833,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2311.0,0.7836
2017-09-15,Haute Matsiatra,Fianarantsoa I,Haute Matsiatra (Region),-21.453611,47.085833,miscellaneous food,Sugar,KG,actual,Retail,MGA,3266.0,1.1074
2017-09-15,Haute Matsiatra,Fianarantsoa I,Haute Matsiatra (Region),-21.453611,47.085833,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Haute Matsiatra,Fianarantsoa I,Haute Matsiatra (Region),-21.453611,47.085833,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Haute Matsiatra,Fianarantsoa I,Haute Matsiatra (Region),-21.453611,47.085833,oil and fats,Oil (vegetable),L,actual,Retail,MGA,5044.0,1.7103
2017-09-15,Ihorombe,Ihosy,Ihorombe (Region),-22.4036,46.1258,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1218.0,0.413
2017-09-15,Ihorombe,Ihosy,Ihorombe (Region),-22.4036,46.1258,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1650.0,0.5595
2017-09-15,Ihorombe,Ihosy,Ihorombe (Region),-22.4036,46.1258,miscellaneous food,Sugar,KG,actual,Retail,MGA,2150.0,0.729
2017-09-15,Ihorombe,Ihosy,Ihorombe (Region),-22.4036,46.1258,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Ihorombe,Ihosy,Ihorombe (Region),-22.4036,46.1258,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Ihorombe,Ihosy,Ihorombe (Region),-22.4036,46.1258,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3800.0,1.2885
2017-09-15,Itasy,Miarinarivo,Itasy (Region),-18.960833,46.903611,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1700.0,0.5764
2017-09-15,Itasy,Miarinarivo,Itasy (Region),-18.960833,46.903611,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2167.0,0.7348
2017-09-15,Itasy,Miarinarivo,Itasy (Region),-18.960833,46.903611,miscellaneous food,Sugar,KG,actual,Retail,MGA,2708.0,0.9182
2017-09-15,Itasy,Miarinarivo,Itasy (Region),-18.960833,46.903611,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Itasy,Miarinarivo,Itasy (Region),-18.960833,46.903611,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Itasy,Miarinarivo,Itasy (Region),-18.960833,46.903611,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4725.0,1.6021
2017-09-15,Melaky,Maintirano,Melaky (Region),-18.054355,44.034362,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Melaky,Maintirano,Melaky (Region),-18.054355,44.034362,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1671.0,0.5666
2017-09-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2250.0,0.7629
2017-09-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,miscellaneous food,Sugar,KG,actual,Retail,MGA,2975.0,1.0087
2017-09-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Menabe,Morondava,Menabe (Region),-20.297603,44.320247,oil and fats,Oil (vegetable),L,actual,Retail,MGA,4142.0,1.4044
2017-09-15,Sava,Sambava,Sava (Region),-14.266667,50.166667,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Sava,Sambava,Sava (Region),-14.266667,50.166667,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1444.0,0.4896
2017-09-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1948.0,0.6605
2017-09-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,miscellaneous food,Sugar,KG,actual,Retail,MGA,2552.0,0.8653
2017-09-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Sofia,Antsohihy,Sofia (Region),-14.878681,47.986436,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3208.0,1.0878
2017-09-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1325.0,0.4493
2017-09-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1496.0,0.5073
2017-09-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,miscellaneous food,Sugar,KG,actual,Retail,MGA,2008.0,0.6809
2017-09-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Vakinankaratra,Antsirabe I,Vakinakaratra (Region),-19.86886,47.038307,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3269.0,1.1084
2017-09-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1311.0,0.4445
2017-09-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,1769.0,0.5998
2017-09-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,miscellaneous food,Sugar,KG,actual,Retail,MGA,2338.0,0.7928
2017-09-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,non-food,Fuel (diesel),L,actual,Retail,MGA,3000.0,1.0172
2017-09-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3650.0,1.2376
2017-09-15,Vatovavy Fitovinany,Manakara Atsimo,Vatovavy Fitovinany (Region),-22.155008,48.006641,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3344.0,1.1339
2017-10-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1706.0,0.553
2017-10-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2133.0,0.6915
2017-10-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,miscellaneous food,Sugar,KG,actual,Retail,MGA,1916.0,0.6211
2017-10-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,non-food,Fuel (diesel),L,actual,Retail,MGA,3020.0,0.979
2017-10-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3670.0,1.1897
2017-10-15,Alaotra Mangoro,Ambatondrazaka,Alaotra Mangoro (Region),-17.844118,48.41392,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3550.0,1.1508
2017-10-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1725.0,0.5592
2017-10-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2266.0,0.7346
2017-10-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,miscellaneous food,Sugar,KG,actual,Retail,MGA,1816.0,0.5887
2017-10-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,non-food,Fuel (diesel),L,actual,Retail,MGA,3020.0,0.979
2017-10-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3670.0,1.1897
2017-10-15,Amoron I Mania,Ambositra,Amoron'I Mania (Region),-20.516667,47.25,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3366.0,1.0912
2017-10-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1797.0,0.5825
2017-10-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,cereals and tubers,Wheat flour,KG,actual,Retail,MGA,2240.0,0.7261
2017-10-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,miscellaneous food,Sugar,KG,actual,Retail,MGA,1962.0,0.636
2017-10-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,non-food,Fuel (diesel),L,actual,Retail,MGA,3020.0,0.979
2017-10-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,non-food,Fuel (petrol-gasoline),L,actual,Retail,MGA,3670.0,1.1897
2017-10-15,Analamanga,Antananarivo Renivohitra,Analamanga (Region),-18.933333,47.516667,oil and fats,Oil (vegetable),L,actual,Retail,MGA,3668.0,1.1891
