date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2004-01-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,584.5,0.4561
2004-01-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,546.7,0.4266
2004-01-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,560.0,0.437
2004-01-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,577.5,0.4506
2004-01-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,528.5,0.4124
2004-01-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,532.0,0.4151
2004-01-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,442.4,0.3452
2004-02-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,595.0,0.4298
2004-02-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,546.7,0.3949
2004-02-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,602.0,0.4349
2004-02-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,658.0,0.4753
2004-02-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,531.3,0.3838
2004-02-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,548.1,0.3959
2004-02-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,485.1,0.3504
2004-03-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,646.1,0.407
2004-03-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,505.4,0.3184
2004-03-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,612.5,0.3858
2004-03-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,665.0,0.4189
2004-03-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,595.0,0.3748
2004-03-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,591.5,0.3726
2004-03-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,531.3,0.3347
2004-06-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,798.0,0.3666
2004-06-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,658.0,0.3023
2004-06-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,787.5,0.3618
2004-06-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,791.0,0.3634
2004-06-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,617.4,0.2836
2004-06-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,761.6,0.3499
2004-06-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,731.5,0.336
2004-07-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,800.1,0.3853
2004-07-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,742.7,0.3577
2004-07-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,784.0,0.3776
2004-07-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,861.0,0.4147
2004-07-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,668.5,0.322
2004-07-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,862.4,0.4154
2004-07-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,878.5,0.4231
2004-08-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1017.8,0.4943
2004-08-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1035.3,0.5028
2004-08-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,980.0,0.476
2004-08-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1022.0,0.4964
2004-08-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,881.3,0.428
2004-08-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1040.2,0.5052
2004-08-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1056.3,0.513
2004-12-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1750.0,0.1852
2004-12-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1610.0,0.1704
2004-12-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1911.0,0.2022
2004-12-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,2730.0,0.2889
2004-12-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1220.1,0.1291
2004-12-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1618.4,0.1713
2004-12-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1511.3,0.1599
2005-01-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1706.6,0.9127
2005-01-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1825.6,0.9763
2005-01-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1977.5,1.0576
2005-01-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,2100.0,1.1231
2005-01-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1307.6,0.6993
2005-01-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,2898.0,1.5498
2005-01-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1750.0,0.9359
2005-02-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1412.6,0.7817
2005-02-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1184.4,0.6555
2005-02-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1178.1,0.652
2005-02-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1400.0,0.7748
2005-02-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1202.6,0.6655
2005-02-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1194.2,0.6609
2005-02-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1045.1,0.5784
2005-03-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1254.4,0.6903
2005-03-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,867.3,0.4773
2005-03-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1102.5,0.6067
2005-03-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1283.1,0.7061
2005-03-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1142.4,0.6287
2005-03-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,986.3,0.5428
2005-03-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,870.8,0.4792
2005-04-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1047.2,0.5373
2005-04-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,810.6,0.4159
2005-04-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,980.0,0.5028
2005-04-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1026.9,0.5269
2005-04-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,917.7,0.4709
2005-04-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,968.1,0.4967
2005-04-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,884.8,0.454
2005-05-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,970.2,0.497
2005-05-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,787.5,0.4034
2005-05-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,994.0,0.5092
2005-05-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1061.9,0.544
2005-05-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,717.5,0.3676
2005-05-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,906.5,0.4644
2005-05-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,830.2,0.4253
2005-06-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1017.1,0.4659
2005-06-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,770.0,0.3527
2005-06-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1026.9,0.4704
2005-06-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1036.0,0.4745
2005-06-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,819.7,0.3755
2005-06-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,948.5,0.4345
2005-06-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,875.0,0.4008
2005-07-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1015.0,0.5027
2005-07-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,921.9,0.4566
2005-07-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1038.1,0.5141
2005-07-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1050.0,0.52
2005-07-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,870.1,0.4309
2005-07-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,983.5,0.4871
2005-07-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1035.3,0.5127
2005-08-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1120.0,0.5614
2005-08-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,927.5,0.4649
2005-08-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1038.1,0.5204
2005-08-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1050.0,0.5263
2005-08-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,989.8,0.4961
2005-08-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1046.5,0.5246
2005-08-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1145.2,0.574
2005-11-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1101.1,0.5088
2005-11-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1044.4,0.4826
2005-11-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1190.0,0.5499
2005-11-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1225.0,0.566
2005-11-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,863.1,0.3988
2005-11-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1123.5,0.5191
2005-11-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,965.3,0.446
2005-12-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1093.4,0.5143
2005-12-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,974.4,0.4583
2005-12-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1190.0,0.5597
2005-12-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1190.0,0.5597
2005-12-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,878.5,0.4132
2005-12-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1015.0,0.4774
2005-12-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,928.9,0.4369
2006-01-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1044.4,0.4851
2006-01-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,921.9,0.4282
2006-01-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1050.0,0.4877
2006-01-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1050.0,0.4877
2006-01-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,780.5,0.3625
2006-01-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,975.8,0.4533
2006-01-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,870.1,0.4042
2006-02-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1033.9,0.4747
2006-02-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,910.0,0.4178
2006-02-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1050.0,0.4821
2006-02-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1050.0,0.4821
2006-02-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,949.9,0.4361
2006-02-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,892.5,0.4098
2006-02-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,770.0,0.3535
2006-03-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1040.9,0.4759
2006-03-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,892.5,0.4081
2006-03-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,989.1,0.4523
2006-03-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1085.0,0.4961
2006-03-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,931.7,0.426
2006-03-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,875.0,0.4001
2006-03-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,762.3,0.3486
2006-04-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1019.2,0.4655
2006-04-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,896.0,0.4093
2006-04-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,997.5,0.4556
2006-04-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1096.9,0.501
2006-04-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,912.8,0.4169
2006-04-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,879.2,0.4016
2006-04-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,765.1,0.3495
2006-05-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1001.7,0.4818
2006-05-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,886.9,0.4266
2006-05-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1026.9,0.494
2006-05-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1162.0,0.5589
2006-05-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,868.0,0.4175
2006-05-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,903.7,0.4347
2006-05-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,779.8,0.3751
2006-06-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1017.1,0.4863
2006-06-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,880.6,0.421
2006-06-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1009.4,0.4826
2006-06-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1050.0,0.502
2006-06-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,860.3,0.4113
2006-06-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,945.0,0.4518
2006-06-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,829.5,0.3966
2006-07-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1064.7,0.4943
2006-07-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,991.9,0.4605
2006-07-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1036.0,0.4809
2006-07-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1079.4,0.5011
2006-07-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,989.1,0.4592
2006-07-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1015.0,0.4712
2006-07-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1010.1,0.4689
2006-10-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1248.8,0.5875
2006-10-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1236.9,0.5819
2006-10-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1225.0,0.5763
2006-10-15,Androy,Tsihombe,Tsihombe,-25.317,45.483333,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1236.9,0.5819
2006-10-15,Anosy,Amboasary-Atsimo,Amboasary Sud,-25.041343688,46.3840446,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1288.7,0.6062
2006-10-15,Anosy,Taolagnaro,Fort-Dauphin,-25.0265811,46.9743621,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1286.25,0.6051
2006-10-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,-24.696,44.746,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1148.0,0.54
2006-10-15,Atsimo Andrefana,Betioky Atsimo,Betioky,-23.721987,44.3827553,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1164.8,0.5479
2006-11-15,Androy,Ambovombe-Androy,Ambovombe-androy,-25.17694,46.0869,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1260.0,0.6291
2006-11-15,Androy,Bekily,Bekily,-24.22191048,45.319931,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1178.1,0.5882
2006-11-15,Androy,Beloha,Beloha,-25.173228,45.0603566,cereals and tubers,Rice (local),KG,actual,Retail,MGA,1225.0,0.6116
